fft_initialise,enter
fft_initialise,memalign,boundary=0x20,size=0x80000,data_ptr=0x7fffe4c16040,caller=fft_initialise
fft_initialise,memalign,boundary=0x20,size=0x80000,data_ptr=0x7fffe4b8c040,caller=fft_initialise
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x76c040,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x76c0c0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76c140,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x76c1a0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x76c220,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76c040,size=0x20,caller=fftwf_tensor_destroy2
fft_initialise,free,data_ptr=0x76c0c0,size=0x20,caller=fftwf_mkproblem_dft_d
fft_initialise,memalign,boundary=0x20,size=0x120,data_ptr=0x76c2a0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x76c420,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x76c4e0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x76c540,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x76c5e0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x76c660,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x40,data_ptr=0x76c6a0,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76c5e0,size=0x20,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x76c740,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x60,data_ptr=0x76c7e0,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76c6a0,size=0x40,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x76c8a0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x80,data_ptr=0x76c920,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76c7e0,size=0x60,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x76c7e0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0xc0,data_ptr=0x76ca00,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76c920,size=0x80,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x76c920,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x76cb20,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x100,data_ptr=0x76cba0,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76ca00,size=0xc0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x76ca00,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x76ca80,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x160,data_ptr=0x76cd00,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76cba0,size=0x100,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x76cba0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x76cc40,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x76cec0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x1c0,data_ptr=0x76cf00,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76cd00,size=0x160,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x76cd00,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x76cda0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x76cde0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x240,data_ptr=0x76d120,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76cf00,size=0x1c0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x76cf00,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76cfc0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d020,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d3c0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x2e0,data_ptr=0x76d480,caller=fftwf_malloc_plain
fft_initialise,free,data_ptr=0x76d120,size=0x240,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d120,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d1e0,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d240,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d300,caller=fftwf_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x76d7c0,caller=fftwf_malloc_plain
