fft_initialise,enter
fft_initialise,memalign,boundary=0x20,size=0x100000,data_ptr=0x7fffe4b96040,caller=fft_initialise
fft_initialise,memalign,boundary=0x20,size=0x100000,data_ptr=0x7fffe4a8c040,caller=fft_initialise
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x75d040,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x75d0c0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d140,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x75d1a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x75d220,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75d040,size=0x20,caller=fftw_tensor_destroy2
fft_initialise,free,data_ptr=0x75d0c0,size=0x20,caller=fftw_mkproblem_dft_d
fft_initialise,memalign,boundary=0x20,size=0x120,data_ptr=0x75d2a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x75d420,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x75d4e0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x75d540,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x20,data_ptr=0x75d5e0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x75d660,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x40,data_ptr=0x75d6a0,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75d5e0,size=0x20,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x75d740,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x60,data_ptr=0x75d7e0,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75d6a0,size=0x40,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x75d8a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x80,data_ptr=0x75d920,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75d7e0,size=0x60,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x75d7e0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0xc0,data_ptr=0x75da00,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75d920,size=0x80,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x75d920,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x75db20,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x100,data_ptr=0x75dba0,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75da00,size=0xc0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x28,data_ptr=0x75da00,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x75da80,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x160,data_ptr=0x75dd00,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75dba0,size=0x100,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x18,data_ptr=0x75dba0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x75dc40,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x75dec0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x1c0,data_ptr=0x75df00,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75dd00,size=0x160,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x75dd00,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x10,data_ptr=0x75dda0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x75dde0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x240,data_ptr=0x75e120,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75df00,size=0x1c0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x30,data_ptr=0x75df00,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75dfc0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e020,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e3c0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x2e0,data_ptr=0x75e480,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75e120,size=0x240,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e120,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e1e0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e240,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e300,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e7c0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x3a0,data_ptr=0x75e820,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75e480,size=0x2e0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d840,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75de20,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d6a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d980,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e060,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d560,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x4a0,data_ptr=0x75ec00,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75e820,size=0x3a0,caller=register_solver
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d5a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d040,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75d0a0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e820,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e8e0,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75e940,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75ea00,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x38,data_ptr=0x75ea60,caller=fftw_malloc_plain
fft_initialise,memalign,boundary=0x20,size=0x5e0,data_ptr=0x75f100,caller=fftw_malloc_plain
fft_initialise,free,data_ptr=0x75ec00,size=0x4a0,caller=register_solver
